"SYMBOL","ENSEMBL","ENTREZID"
"ATP6V1C2","ENSG00000143882","245973"
"PDE11A","ENSG00000128655","50940"
"HCN1","ENSG00000164588","348980"
"ALG3","ENSG00000214160","10195"
"PLA2G4C","ENSG00000105499","8605"
"ITPR3","ENSG00000096433","3710"
"NME6","ENSG00000172113","10201"
"UST","ENSG00000111962","10090"
"KCNJ13","ENSG00000115474","3769"
"SLC39A14","ENSG00000104635","23516"
"ABCA5","ENSG00000154265","23461"
"AKR1C3","ENSG00000196139","8644"
"GNS","ENSG00000135677","2799"
"LBR","ENSG00000143815","3930"
"CMAS","ENSG00000111726","55907"
"AMY1C","ENSG00000187733","278"
"FAHD2B","ENSG00000144199","151313"
"ADCY6","ENSG00000174233","112"
"APOE","ENSG00000130203","348"
"LSR","ENSG00000105699","51599"
"SLC35F1","ENSG00000196376","222553"
"FLAD1","ENSG00000160688","80308"
"BEST4","ENSG00000142959","266675"
"PIGZ","ENSG00000119227","80235"
"OXCT2","ENSG00000198754","64064"
"ST6GALNAC4","ENSG00000136840","27090"
"KEAP1","ENSG00000079999","9817"
"GRIA3","ENSG00000125675","2892"
"CLCN3","ENSG00000109572","1182"
"PRODH","ENSG00000100033","5625"
"PRODH","ENSG00000277196","5625"
"SLC51B","ENSG00000186198","123264"
"HSD17B8","ENSG00000204228","7923"
"HSD17B8","ENSG00000228357","7923"
"HSD17B8","ENSG00000232357","7923"
"HSD17B8","ENSG00000225312","7923"
"HSD17B8","ENSG00000112474","7923"
"HSD17B8","ENSG00000228712","7923"
"HSD3B7","ENSG00000099377","80270"
"ATP2B3","ENSG00000067842","492"
"IP6K3","ENSG00000161896","117283"
"ABCA12","ENSG00000144452","26154"
"ARNT","ENSG00000143437","405"
"GABRG1","ENSG00000163285","2565"
"MGAM","ENSG00000257335","8972"
"MGAM","ENSG00000282607","8972"
"SLC22A3","ENSG00000146477","6581"
"GYG2","ENSG00000056998","8908"
"DECR2","ENSG00000242612","26063"
"DECR2","ENSG00000274296","26063"
"DGKZ","ENSG00000149091","8525"
"CATSPER2","ENSG00000166762","117155"
"LIPC","ENSG00000166035","3990"
"B3GALT5","ENSG00000183778","10317"
"AANAT","ENSG00000129673","15"
"HADHB","ENSG00000138029","3032"
"KCNJ14","ENSG00000182324","3770"
"IDNK","ENSG00000148057","414328"
"DOLPP1","ENSG00000167130","57171"
"CACNG6","ENSG00000130433","59285"
"MDH1B","ENSG00000138400","130752"
"MTF1","ENSG00000188786","4520"
"LPL","ENSG00000175445","4023"
"PIGP","ENSG00000185808","51227"
"CNGB3","ENSG00000170289","54714"
"HPDL","ENSG00000186603","84842"
"DPEP1","ENSG00000015413","1800"
"AADAT","ENSG00000109576","51166"
"SDHD","ENSG00000204370","6392"
"PCBD1","ENSG00000166228","5092"
"FUT9","ENSG00000172461","10690"
"SLC25A53","ENSG00000269743","401612"
"CBR1","ENSG00000159228","873"
"SULT1C3","ENSG00000196228","442038"
"GBA3","ENSG00000249948","57733"
"SLC22A17","ENSG00000092096","51310"
"TRPC4","ENSG00000133107","7223"
"SLC35B2","ENSG00000157593","347734"
"DCT","ENSG00000080166","1638"
"LSS","ENSG00000160285","4047"
"LSS","ENSG00000281289","4047"
"SLC25A30","ENSG00000174032","253512"
"ENTPD5","ENSG00000187097","957"
"SLC12A2","ENSG00000064651","6558"
"ABHD13","ENSG00000139826","84945"
"ALDH1A2","ENSG00000128918","8854"
"B3GNT4","ENSG00000176383","79369"
"UQCRQ","ENSG00000164405","27089"
"BCKDHB","ENSG00000083123","594"
"NR1H2","ENSG00000131408","7376"
"KCNK7","ENSG00000173338","10089"
"FOXO1","ENSG00000150907","2308"
"LPCAT3","ENSG00000111684","10162"
"LPCAT2","ENSG00000087253","54947"
"BEST3","ENSG00000127325","144453"
"KDM8","ENSG00000155666","79831"
"NUDT6","ENSG00000170917","11162"
"SLC25A52","ENSG00000141437","147407"
"GSTM2","ENSG00000213366","2946"
"KDM5C","ENSG00000126012","8242"
"SLC40A1","ENSG00000138449","30061"
"GALM","ENSG00000143891","130589"
"SLC6A17","ENSG00000197106","388662"
"PDHB","ENSG00000168291","5162"
"SLC3A1","ENSG00000138079","6519"
"ATP6V0D2","ENSG00000147614","245972"
"ALAS2","ENSG00000158578","212"
"ST3GAL1","ENSG00000008513","6482"
"ANKRD23","ENSG00000163126","200539"
"ARSK","ENSG00000164291","153642"
"PAM","ENSG00000145730","5066"
"SLC22A6","ENSG00000197901","9356"
"ANGPTL4","ENSG00000167772","51129"
"PLOD1","ENSG00000083444","5351"
"APOF","ENSG00000175336","319"
"PLA2G2E","ENSG00000188784","30814"
"PIGA","ENSG00000165195","5277"
"COX7B2","ENSG00000170516","170712"
"HIBADH","ENSG00000106049","11112"
"NIT1","ENSG00000158793","4817"
"COX19","ENSG00000240230","90639"
"GRIN2C","ENSG00000161509","2905"
"B3GNT6","ENSG00000198488","192134"
"TXNIP","ENSG00000265972","10628"
"BCHE","ENSG00000114200","590"
"GGT5","ENSG00000099998","2687"
"SCN1A","ENSG00000144285","6323"
"PTGDS","ENSG00000107317","5730"
"SULF2","ENSG00000196562","55959"
"INPP4A","ENSG00000040933","3631"
"CACNB1","ENSG00000067191","782"
"PNPLA8","ENSG00000135241","50640"
"SLC25A23","ENSG00000125648","79085"
"SLC2A9","ENSG00000109667","56606"
"FMO4","ENSG00000076258","2329"
"AOC1","ENSG00000002726","26"
"ABCD3","ENSG00000117528","5825"
"CDADC1","ENSG00000102543","81602"
"NT5DC3","ENSG00000111696","51559"
"KDM2A","ENSG00000173120","22992"
"PIPOX","ENSG00000179761","51268"
"AKR1B10","ENSG00000198074","57016"
"AMPD1","ENSG00000116748","270"
"LPCAT4","ENSG00000176454","254531"
"HAS1","ENSG00000105509","3036"
"AS3MT","ENSG00000214435","57412"
"APOBR","ENSG00000184730","55911"
"ST8SIA1","ENSG00000111728","6489"
"ALDH3B2","ENSG00000132746","222"
"LPCAT1","ENSG00000153395","79888"
"LPCAT1","ENSG00000275079","79888"
"EPHX3","ENSG00000105131","79852"
"NME5","ENSG00000112981","8382"
"CACNG4","ENSG00000075461","27092"
"SULT2A1","ENSG00000105398","6822"
"ASPDH","ENSG00000204653","554235"
"GSTM1","ENSG00000134184","2944"
"SLC37A3","ENSG00000157800","84255"
"LMF1","ENSG00000103227","64788"
"LCT","ENSG00000115850","3938"
"GPX4","ENSG00000167468","2879"
"PRPS1L1","ENSG00000229937","221823"
"PDE1B","ENSG00000123360","5153"
"MGAT4A","ENSG00000071073","11320"
"ACOT2","ENSG00000119673","10965"
"KCNA4","ENSG00000182255","3739"
"SLC32A1","ENSG00000101438","140679"
"GSTP1","ENSG00000084207","2950"
"FDX1","ENSG00000137714","2230"
"SLC17A4","ENSG00000146039","10050"
"ASPA","ENSG00000108381","443"
"HNF4A","ENSG00000101076","3172"
"NUDT1","ENSG00000106268","4521"
"PPCS","ENSG00000127125","79717"
"NXN","ENSG00000167693","64359"
"NXN","ENSG00000281300","64359"
"NXN","ENSG00000280563","64359"
"SLC25A36","ENSG00000114120","55186"
"GALNT15","ENSG00000131386","117248"
"ORAI1","ENSG00000276045","84876"
"DEGS1","ENSG00000143753","8560"
"PDE6G","ENSG00000185527","5148"
"AK1","ENSG00000106992","203"
"MOGAT3","ENSG00000106384","346606"
"TCN2","ENSG00000185339","6948"
"SLC44A3","ENSG00000143036","126969"
"ATP7B","ENSG00000123191","540"
"MOXD1","ENSG00000079931","26002"
"ALDH3A2","ENSG00000072210","224"
"ABCG4","ENSG00000172350","64137"
"ARSB","ENSG00000113273","411"
"SLC2A11","ENSG00000133460","66035"
"SLC2A11","ENSG00000275744","66035"
"PIGQ","ENSG00000007541","9091"
"KCNMB2","ENSG00000197584","10242"
"PISD","ENSG00000241878","23761"
"CYP4F12","ENSG00000186204","66002"
"GIP","ENSG00000159224","2695"
"PTDSS1","ENSG00000156471","9791"
"APOL1","ENSG00000100342","8542"
"ALDOB","ENSG00000136872","229"
"SCN2A","ENSG00000136531","6326"
"ATP12A","ENSG00000075673","479"
"PLA2G3","ENSG00000100078","50487"
"FBP2","ENSG00000130957","8789"
"CACNG3","ENSG00000006116","10368"
"DBI","ENSG00000155368","1622"
"TKT","ENSG00000163931","7086"
"KCNV2","ENSG00000168263","169522"
"TCN1","ENSG00000134827","6947"
"SLC35A3","ENSG00000117620","23443"
"HIF1AN","ENSG00000166135","55662"
"SMPD4","ENSG00000136699","55627"
"ATP1A3","ENSG00000105409","478"
"RHBG","ENSG00000132677","57127"
"MICAL3","ENSG00000243156","57553"
"B4GALNT2","ENSG00000167080","124872"
"ATP13A3","ENSG00000133657","79572"
"PTS","ENSG00000150787","5805"
"ABO","ENSG00000175164","28"
"ABO","ENSG00000281879","28"
"ACOT12","ENSG00000172497","134526"
"SLC6A19","ENSG00000174358","340024"
"TF","ENSG00000091513","7018"
"PIGV","ENSG00000060642","55650"
"SLC22A12","ENSG00000197891","116085"
"FUT10","ENSG00000172728","84750"
"UGT2B7","ENSG00000171234","7364"
"ACOT11","ENSG00000162390","26027"
"NT5M","ENSG00000205309","56953"
"MGAT5B","ENSG00000167889","146664"
"B3GAT3","ENSG00000149541","26229"
"AQP12A","ENSG00000184945","375318"
"GALE","ENSG00000117308","2582"
"UTY","ENSG00000183878","7404"
"PLIN1","ENSG00000166819","5346"
"FBP1","ENSG00000165140","2203"
"PAPSS2","ENSG00000198682","9060"
"SLC10A4","ENSG00000145248","201780"
"ADH7","ENSG00000196344","131"
"GALNT14","ENSG00000158089","79623"
"GALC","ENSG00000054983","2581"
"UCK1","ENSG00000130717","83549"
"GRIK1","ENSG00000171189","2897"
"LOXL1","ENSG00000129038","4016"
"KCNK12","ENSG00000184261","56660"
"STAT5A","ENSG00000126561","6776"
"LDHD","ENSG00000166816","197257"
"CKMT1A","ENSG00000223572","548596"
"CKMT1A","ENSG00000237289","548596"
"TTYH2","ENSG00000141540","94015"
"SLC25A20","ENSG00000178537","788"
"CHST3","ENSG00000122863","9469"
"SLC17A1","ENSG00000124568","6568"
"ACOT7","ENSG00000097021","11332"
"LIPM","ENSG00000173239","340654"
"CYB561","ENSG00000008283","1534"
"CRYM","ENSG00000103316","1428"
"KCNH6","ENSG00000173826","81033"
"HYAL1","ENSG00000114378","3373"
"SLC6A1","ENSG00000157103","6529"
"SCCPDH","ENSG00000143653","51097"
"GPX8","ENSG00000164294","493869"
"LCTL","ENSG00000188501","197021"
"KCTD2","ENSG00000180901","23510"
"HPGD","ENSG00000164120","3248"
"UGGT2","ENSG00000102595","55757"
"GRHPR","ENSG00000137106","9380"
"KCNH2","ENSG00000055118","3757"
"SLCO1B1","ENSG00000134538","10599"
"ATP6V0C","ENSG00000185883","527"
"NALCN","ENSG00000102452","259232"
"GCAT","ENSG00000100116","23464"
"ADCY1","ENSG00000164742","107"
"UAP1","ENSG00000117143","6675"
"GRIN3B","ENSG00000116032","116444"
"FAHD2A","ENSG00000115042","51011"
"DECR1","ENSG00000104325","1666"
"ACE2","ENSG00000130234","59272"
"NQO2","ENSG00000124588","4835"
"ABCC5","ENSG00000114770","10057"
"OCA2","ENSG00000104044","4948"
"OCA2","ENSG00000277361","4948"
"KCNAB2","ENSG00000069424","8514"
"TRPC6","ENSG00000137672","7225"
"SCN4A","ENSG00000007314","6329"
"CHRNB3","ENSG00000147432","1142"
"NT5C3B","ENSG00000141698","115024"
"ATP1A4","ENSG00000132681","480"
"KCNG1","ENSG00000026559","3755"
"GLO1","ENSG00000124767","2739"
"JMJD6","ENSG00000070495","23210"
"ST8SIA5","ENSG00000101638","29906"
"UEVLD","ENSG00000151116","55293"
"GFOD1","ENSG00000145990","54438"
"AIFM3","ENSG00000183773","150209"
"NUDT4","ENSG00000173598","11163"
"SLC24A1","ENSG00000074621","9187"
"CAV3","ENSG00000182533","859"
"EDN2","ENSG00000127129","1907"
"GAD1","ENSG00000128683","2571"
"IL4I1","ENSG00000104951","259307"
"MICAL2","ENSG00000133816","9645"
"DCTD","ENSG00000129187","1635"
"CHI3L2","ENSG00000064886","1117"
"ECI2","ENSG00000198721","10455"
"P4HTM","ENSG00000178467","54681"
"SLC18A2","ENSG00000165646","6571"
"CBR3","ENSG00000159231","874"
"SLC22A4","ENSG00000197208","6583"
"SLC16A2","ENSG00000147100","6567"
"AADACL3","ENSG00000188984","126767"
"LYG1","ENSG00000144214","129530"
"GLRA3","ENSG00000145451","8001"
"PIGX","ENSG00000163964","54965"
"LYPLAL1","ENSG00000143353","127018"
"PLD3","ENSG00000105223","23646"
"MOCS1","ENSG00000124615","4337"
"TXNRD2","ENSG00000184470","10587"
"ACAD11","ENSG00000240303","84129"
"ARSJ","ENSG00000180801","79642"
"DPM3","ENSG00000179085","54344"
"CACNA1H","ENSG00000196557","8912"
"CYP4X1","ENSG00000186377","260293"
"APOA5","ENSG00000110243","116519"
"PRDX5","ENSG00000126432","25824"
"KDM4C","ENSG00000107077","23081"
"PANK3","ENSG00000120137","79646"
"SLC35D3","ENSG00000182747","340146"
"PLCXD1","ENSG00000182378","55344"
"SLC2A4","ENSG00000181856","6517"
"SLC2A4","ENSG00000288174","6517"
"SMPDL3B","ENSG00000130768","27293"
"PLCE1","ENSG00000138193","51196"
"LYPLA2","ENSG00000011009","11313"
"KCNG3","ENSG00000171126","170850"
"ACBD6","ENSG00000230124","84320"
"PTGS2","ENSG00000073756","5743"
"PIK3R3","ENSG00000117461","8503"
"HSD17B6","ENSG00000025423","8630"
"AGMO","ENSG00000187546","392636"
"ST6GALNAC2","ENSG00000070731","10610"
"PI4K2B","ENSG00000038210","55300"
"NAT8B","ENSG00000204872","51471"
"GART","ENSG00000159131","2618"
"GART","ENSG00000262473","2618"
"NPR2","ENSG00000159899","4882"
"APOA2","ENSG00000158874","336"
"KCNJ12","ENSG00000184185","3768"
"AHCY","ENSG00000101444","191"
"MOGS","ENSG00000115275","7841"
"ALDH1A1","ENSG00000165092","216"
"SLC18B1","ENSG00000146409","116843"
"THTPA","ENSG00000259431","79178"
"ATP6V1C1","ENSG00000155097","528"
"KCNK4","ENSG00000182450","50801"
"CLCA2","ENSG00000137975","9635"
"KCTD16","ENSG00000183775","57528"
"GCNT7","ENSG00000124091","140687"
"AKR7A3","ENSG00000162482","22977"
"FABP4","ENSG00000170323","2167"
"HYAL3","ENSG00000186792","8372"
"CYP3A7","ENSG00000160870","1551"
"ABHD12B","ENSG00000131969","145447"
"HSD17B3","ENSG00000130948","3293"
"ASAH2","ENSG00000188611","56624"
"RPE","ENSG00000197713","6120"
"GLB1","ENSG00000170266","2720"
"SLC6A12","ENSG00000111181","6539"
"GABRD","ENSG00000187730","2563"
"GALNT9","ENSG00000182870","50614"
"GALNT9","ENSG00000288490","50614"
"CYP24A1","ENSG00000019186","1591"
"HCN3","ENSG00000143630","57657"
"HCN3","ENSG00000263324","57657"
"ELOVL7","ENSG00000164181","79993"
"SLC5A6","ENSG00000138074","8884"
"NNT","ENSG00000112992","23530"
"MPI","ENSG00000178802","4351"
"MAN1A2","ENSG00000198162","10905"
"B4GALNT3","ENSG00000139044","283358"
"SLC33A1","ENSG00000169359","9197"
"CIDEA","ENSG00000176194","1149"
"TDO2","ENSG00000151790","6999"
"TDO2","ENSG00000262635","6999"
"CACNB4","ENSG00000182389","785"
"GLB1L3","ENSG00000166105","112937"
"UGT2B17","ENSG00000197888","7367"
"NDST2","ENSG00000166507","8509"
"MIP","ENSG00000135517","4284"
"NDUFA13","ENSG00000186010","51079"
"ESD","ENSG00000139684","2098"
"STS","ENSG00000101846","412"
"SLC35C1","ENSG00000181830","55343"
"SLC45A2","ENSG00000164175","51151"
"SLC45A2","ENSG00000281919","51151"
"PKD1","ENSG00000008710","5310"
"GALNT10","ENSG00000164574","55568"
"ISCA2","ENSG00000165898","122961"
"ASAH2B","ENSG00000204147","653308"
"ACMSD","ENSG00000153086","130013"
"ARSG","ENSG00000141337","22901"
"DGUOK","ENSG00000114956","1716"
"PYGM","ENSG00000068976","5837"
"CYB5B","ENSG00000103018","80777"
"GNMT","ENSG00000124713","27232"
"PNPLA4","ENSG00000006757","8228"
"FPGS","ENSG00000136877","2356"
"CYBA","ENSG00000051523","1535"
"CYP1A2","ENSG00000140505","1544"
"SLC26A4","ENSG00000091137","5172"
"ATP8A2","ENSG00000132932","51761"
"ALMS1","ENSG00000116127","7840"
"GYS1","ENSG00000104812","2997"
"ECHDC2","ENSG00000121310","55268"
"UGT2B28","ENSG00000135226","54490"
"GNPDA1","ENSG00000113552","10007"
"SLC22A7","ENSG00000137204","10864"
"PGK2","ENSG00000170950","5232"
"CHRNB4","ENSG00000117971","1143"
"AKR1E2","ENSG00000165568","83592"
"MSRB3","ENSG00000174099","253827"
"SLC8A3","ENSG00000100678","6547"
"ST3GAL6","ENSG00000064225","10402"
"CRYL1","ENSG00000165475","51084"
"STRA6","ENSG00000137868","64220"
"STRA6","ENSG00000288257","64220"
"DPYSL5","ENSG00000157851","56896"
"SLC7A6","ENSG00000103064","9057"
"GLYCTK","ENSG00000168237","132158"
"NAALADL2","ENSG00000177694","254827"
"SLC9A6","ENSG00000198689","10479"
"CYB5R1","ENSG00000159348","51706"
"IDH2","ENSG00000182054","3418"
"CACNA1C","ENSG00000151067","775"
"CACNA1C","ENSG00000285479","775"
"ULK1","ENSG00000177169","8408"
"SLC23A3","ENSG00000213901","151295"
"KCNMB4","ENSG00000135643","27345"
"CHAT","ENSG00000070748","1103"
"IL1B","ENSG00000125538","3553"
"KCNA2","ENSG00000177301","3737"
"DHDH","ENSG00000104808","27294"
"ABCB5","ENSG00000004846","340273"
"SLC25A41","ENSG00000181240","284427"
"PKD2L1","ENSG00000107593","9033"
"ANKH","ENSG00000154122","56172"
"EXTL2","ENSG00000162694","2135"
"CKMT2","ENSG00000131730","1160"
"SLC6A4","ENSG00000108576","6532"
"SLC25A16","ENSG00000122912","8034"
"SCP2","ENSG00000116171","6342"
"ASNSD1","ENSG00000138381","54529"
"MFSD1","ENSG00000118855","64747"
"KDM1A","ENSG00000004487","23028"
"NANP","ENSG00000170191","140838"
"CPT1B","ENSG00000205560","1375"
"NDUFAB1","ENSG00000004779","4706"
"CYB5RL","ENSG00000215883","606495"
"GRIK2","ENSG00000164418","2898"
"LEP","ENSG00000174697","3952"
"ENGASE","ENSG00000167280","64772"
"KDM4A","ENSG00000066135","9682"
"HS3ST4","ENSG00000182601","9951"
"UGT2A1","ENSG00000173610","10941"
"EGLN1","ENSG00000135766","54583"
"CNP","ENSG00000173786","1267"
"MDH1","ENSG00000014641","4190"
"PIK3C2G","ENSG00000139144","5288"
"ALG2","ENSG00000119523","85365"
"SLC26A11","ENSG00000181045","284129"
"FCER1A","ENSG00000179639","2205"
"ATP8A1","ENSG00000124406","10396"
"ABCD4","ENSG00000119688","5826"
"PGAM2","ENSG00000164708","5224"
"ST8SIA6","ENSG00000148488","338596"
"KCNV1","ENSG00000164794","27012"
"SLC29A4","ENSG00000164638","222962"
"UMPS","ENSG00000114491","7372"
"PDE1A","ENSG00000115252","5136"
"CIDEB","ENSG00000136305","27141"
"CIDEB","ENSG00000285199","27141"
"PIGG","ENSG00000174227","54872"
"LTA4H","ENSG00000111144","4048"
"KCNK17","ENSG00000124780","89822"
"CHST9","ENSG00000154080","83539"
"CHRNA4","ENSG00000101204","1137"
"GRIK3","ENSG00000163873","2899"
"GNPDA2","ENSG00000163281","132789"
"NDUFA7","ENSG00000267855","4701"
"DMGDH","ENSG00000132837","29958"
"GALNT4","ENSG00000257594","8693"
"PHF2","ENSG00000197724","5253"
"ATP2B1","ENSG00000070961","490"
"GLRB","ENSG00000109738","2743"
"SLC25A40","ENSG00000075303","55972"
"STARD6","ENSG00000174448","147323"
"PHYHD1","ENSG00000175287","254295"
"EDEM1","ENSG00000134109","9695"
"GLRA2","ENSG00000101958","2742"
"UGT1A7","ENSG00000244122","54577"
"SLC39A3","ENSG00000141873","29985"
"PMM1","ENSG00000100417","5372"
"ABCB11","ENSG00000073734","8647"
"ABCB11","ENSG00000276582","8647"
"PLA1A","ENSG00000144837","51365"
"SLC13A3","ENSG00000158296","64849"
"SULT1E1","ENSG00000109193","6783"
"KCNC4","ENSG00000116396","3749"
"NADK","ENSG00000008130","65220"
"CLCA1","ENSG00000016490","1179"
"CA14","ENSG00000118298","23632"
"PSPH","ENSG00000146733","5723"
"COQ3","ENSG00000132423","51805"
"TRPM5","ENSG00000070985","29850"
"FMO1","ENSG00000010932","2326"
"BCAT2","ENSG00000105552","587"
"GALNT7","ENSG00000109586","51809"
"GMPPB","ENSG00000173540","29925"
"SCN11A","ENSG00000168356","11280"
"GADL1","ENSG00000144644","339896"
"PLIN2","ENSG00000147872","123"
"GLYATL2","ENSG00000156689","219970"
"NAA30","ENSG00000139977","122830"
"CRAT","ENSG00000095321","1384"
"MGAT3","ENSG00000128268","4248"
"ASMT","ENSG00000196433","438"
"PDE6H","ENSG00000139053","5149"
"ALAS1","ENSG00000023330","211"
"PCTP","ENSG00000141179","58488"
"SCN10A","ENSG00000185313","6336"
"PNMT","ENSG00000141744","5409"
"PLCL2","ENSG00000154822","23228"
"PLCL2","ENSG00000284017","23228"
"GABRP","ENSG00000094755","2568"
"HAL","ENSG00000084110","3034"
"ENO2","ENSG00000111674","2026"
"SLC35F3","ENSG00000183780","148641"
"PIP4K2B","ENSG00000276293","8396"
"PIP4K2B","ENSG00000277292","8396"
"SLC43A3","ENSG00000134802","29015"
"ABCA7","ENSG00000064687","10347"
"ADCY2","ENSG00000078295","108"
"PDK2","ENSG00000005882","5164"
"SCN8A","ENSG00000196876","6334"
"CHRNA10","ENSG00000129749","57053"
"PNLIPRP3","ENSG00000203837","119548"
"TYW5","ENSG00000162971","129450"
"G6PC2","ENSG00000152254","57818"
"G6PC2","ENSG00000278373","57818"
"TYRP1","ENSG00000107165","7306"
"MLXIPL","ENSG00000009950","51085"
"MCCC2","ENSG00000131844","64087"
"MCCC2","ENSG00000281742","64087"
"MCCC2","ENSG00000275300","64087"
"NMNAT2","ENSG00000157064","23057"
"GABRR3","ENSG00000183185","200959"
"SLC35A2","ENSG00000102100","7355"
"ABCA3","ENSG00000167972","21"
"FADS3","ENSG00000221968","3995"
"SLC25A31","ENSG00000151475","83447"
"PIGT","ENSG00000124155","51604"
"HOGA1","ENSG00000241935","112817"
"PCK1","ENSG00000124253","5105"
"CA9","ENSG00000107159","768"
"DGKH","ENSG00000102780","160851"
"TKTL2","ENSG00000151005","84076"
"CPOX","ENSG00000080819","1371"
"CLC","ENSG00000105205","1178"
"P2RX3","ENSG00000109991","5024"
"SLC25A17","ENSG00000100372","10478"
"ABCD2","ENSG00000173208","225"
"DHRS4","ENSG00000157326","10901"
"DHRS4","ENSG00000284807","10901"
"AADAC","ENSG00000114771","13"
"SLC17A7","ENSG00000104888","57030"
"CHRNE","ENSG00000108556","1145"
"ADH5","ENSG00000197894","128"
"PIK3R5","ENSG00000141506","23533"
"ENPP7","ENSG00000182156","339221"
"FXN","ENSG00000165060","2395"
"AKR1C1","ENSG00000187134","1645"
"SLC39A4","ENSG00000147804","55630"
"SLC39A4","ENSG00000285243","55630"
"KCNN3","ENSG00000143603","3782"
"HKDC1","ENSG00000156510","80201"
"TH","ENSG00000180176","7054"
"SLC25A37","ENSG00000147454","51312"
"DPM2","ENSG00000136908","8818"
"GXYLT2","ENSG00000172986","727936"
"ACSBG2","ENSG00000130377","81616"
"CA4","ENSG00000167434","762"
"ASMTL","ENSG00000169093","8623"
"FTH1","ENSG00000167996","2495"
"PIGB","ENSG00000069943","9488"
"MOGAT1","ENSG00000124003","116255"
"TRPM2","ENSG00000142185","7226"
"AQP2","ENSG00000167580","359"
"B3GNT5","ENSG00000176597","84002"
"ATP13A4","ENSG00000127249","84239"
"HNMT","ENSG00000150540","3176"
"OXCT1","ENSG00000083720","5019"
"DAGLB","ENSG00000164535","221955"
"SLC10A1","ENSG00000100652","6554"
"MGAT5","ENSG00000152127","4249"
"KCTD5","ENSG00000167977","54442"
"APOC2","ENSG00000234906","344"
"CTBS","ENSG00000117151","1486"
"KCNA10","ENSG00000143105","3744"
"CYP11A1","ENSG00000140459","1583"
"CYP11A1","ENSG00000288362","1583"
"PHF8","ENSG00000172943","23133"
"AKR1B1","ENSG00000085662","231"
"FABP1","ENSG00000163586","2168"
"CHRNA9","ENSG00000174343","55584"
"CYP51A1","ENSG00000001630","1595"
"CHPT1","ENSG00000111666","56994"
"ABCF1","ENSG00000204574","23"
"ABCF1","ENSG00000225989","23"
"ABCF1","ENSG00000236149","23"
"ABCF1","ENSG00000232169","23"
"ABCF1","ENSG00000236342","23"
"ABCF1","ENSG00000206490","23"
"ABCF1","ENSG00000231129","23"
"FAHD1","ENSG00000180185","81889"
"PPIP5K2","ENSG00000145725","23262"
"TRPM8","ENSG00000144481","79054"
"AGPAT4","ENSG00000026652","56895"
"SLC39A11","ENSG00000133195","201266"
"SLC39A11","ENSG00000282291","201266"
"IP6K2","ENSG00000068745","51447"
"PEMT","ENSG00000133027","10400"
"SLC2A10","ENSG00000197496","81031"
"B3GNTL1","ENSG00000175711","146712"
"B3GNTL1","ENSG00000277033","146712"
"NEU3","ENSG00000162139","10825"
"DCK","ENSG00000156136","1633"
"KCNE4","ENSG00000152049","23704"
"ENTPD8","ENSG00000188833","377841"
"ATP6V1B1","ENSG00000116039","525"
"PTDSS2","ENSG00000174915","81490"
"PTDSS2","ENSG00000282367","81490"
"FTMT","ENSG00000181867","94033"
"GABRB1","ENSG00000163288","2560"
"KCNMA1","ENSG00000156113","3778"
"SCN3A","ENSG00000153253","6328"
"PIK3R4","ENSG00000196455","30849"
"MTHFR","ENSG00000177000","4524"
"SLC44A2","ENSG00000129353","57153"
"CYP2C9","ENSG00000138109","1559"
"PIGU","ENSG00000101464","128869"
"SLC2A7","ENSG00000197241","155184"
"KCNJ16","ENSG00000153822","3773"
"ENTPD6","ENSG00000197586","955"
"RPIA","ENSG00000153574","22934"
"ITPKC","ENSG00000086544","80271"
"RDH10","ENSG00000121039","157506"
"EPHX1","ENSG00000143819","2052"
"DUT","ENSG00000128951","1854"
"ZC3H12A","ENSG00000163874","80149"
"PLP1","ENSG00000123560","5354"
"SLC35A1","ENSG00000164414","10559"
"CHRNG","ENSG00000196811","1146"
"ALDH6A1","ENSG00000119711","4329"
"UGT2B15","ENSG00000196620","7366"
"UGT2B15","ENSG00000277132","7366"
"HTR3C","ENSG00000178084","170572"
"SLC25A15","ENSG00000102743","10166"
"HPGDS","ENSG00000163106","27306"
"PI4KA","ENSG00000241973","5297"
"DHRS12","ENSG00000102796","79758"
"ANGPTL3","ENSG00000132855","27329"
"SLC25A34","ENSG00000162461","284723"
"HTATIP2","ENSG00000109854","10553"
"SYNJ1","ENSG00000159082","8867"
"KCNJ3","ENSG00000162989","3760"
"ASS1","ENSG00000130707","445"
"SLC35F4","ENSG00000151812","341880"
"SLC9A7","ENSG00000065923","84679"
"GMDS","ENSG00000112699","2762"
"ACOT8","ENSG00000101473","10005"
"GLOD4","ENSG00000167699","51031"
"GGH","ENSG00000137563","8836"
"CES2","ENSG00000172831","8824"
"NOS1","ENSG00000089250","4842"
"QSOX1","ENSG00000116260","5768"
"SREBF2","ENSG00000198911","6721"
"PLCD1","ENSG00000187091","5333"
"IMPA1","ENSG00000133731","3612"
"NUDT11","ENSG00000196368","55190"
"IYD","ENSG00000009765","389434"
"ACADSB","ENSG00000196177","36"
"DGKQ","ENSG00000145214","1609"
"UROS","ENSG00000188690","7390"
"STARD9","ENSG00000159433","57519"
"TYR","ENSG00000077498","7299"
"HTR3B","ENSG00000149305","9177"
"COX7A1","ENSG00000161281","1346"
"SLC9A2","ENSG00000115616","6549"
"ATP6V0B","ENSG00000117410","533"
"RAB18","ENSG00000099246","22931"
