"ID","Description","GeneRatio","BgRatio","pvalue","p.adjust","qvalue","geneID","Count","FoldEnrich"
"hsa05322","Systemic lupus erythematosus","18/477","137/8659",0.000497420446357631,0.00790636709473708,0.00661390067179121,"HLA-DRA/HLA-DRB1/HLA-DPA1/HLA-DPB1/HLA-DMA/C2/HLA-DRB5/C3/C1R/HLA-DQA1/HLA-DMB/C1S/MACROH2A2/HLA-DOA/H3-5/H2AC25/FCGR3A/H2BC6",18,2.38507092686958
"hsa05320","Autoimmune thyroid disease","10/477","53/8659",0.000536011731997421,0.00809377715316105,0.0067706745094411,"HLA-DRA/HLA-DRB1/HLA-DPA1/HLA-DPB1/HLA-DMA/HLA-DRB5/HLA-B/HLA-DQA1/HLA-DMB/HLA-DOA",10,3.42510185514814
"hsa04960","Aldosterone-regulated sodium reabsorption","8/477","37/8659",0.000748183787499451,0.0107595954202302,0.00900070721803851,"SCNN1B/IGF1/INSR/SCNN1A/SCNN1G/NR3C2/PRKCB/ATP1B2",8,3.92498158535894
"hsa04260","Cardiac muscle contraction","13/477","87/8659",0.00088322040502612,0.0119904273871397,0.010030333122738,"ATP2A3/COX3/CYTB/CACNA1C/COX6B2/TNNT2/CACNA1D/RYR2/CACNG7/TNNC1/ATP1B2/MYH7/CACNA2D1",13,2.71252319332996
"hsa04814","Motor proteins","22/477","193/8659",0.00091317824471594,0.0119904273871397,0.010030333122738,"ACTG2/ACTA1/KIF20A/MYH14/CENPE/TUBA1A/MYL7/BICDL2/MYL9/KIF13B/KIF20B/ACTA2/KIF14/KIFC1/KIF2C/KIF15/TNNT2/MYH15/KIF4A/TNNC1/TUBA3C/MYH7",22,2.0692584264781
"hsa04612","Antigen processing and presentation","12/477","78/8659",0.00106231899832553,0.0133675140622629,0.0111823052455319,"HLA-DRA/HLA-DRB1/HLA-DPA1/HLA-DPB1/HLA-DMA/HLA-DRB5/HLA-B/CTSS/HLA-DQA1/CD74/HLA-DMB/HLA-DOA",12,2.7927753588131
"hsa05033","Nicotine addiction","8/477","40/8659",0.00128869877381845,0.0155674811877269,0.0130226402406917,"GABRE/GRIA3/CACNA1B/GABRB3/GABRP/GRIN1/GABRR1/GRIA1",8,3.63060796645702
"hsa04658","Th1 and Th2 cell differentiation","13/477","92/8659",0.00149978965834517,0.0174206337238554,0.0145728549798721,"HLA-DRA/HLA-DRB1/HLA-DPA1/HLA-DPB1/HLA-DMA/HLA-DRB5/HLA-DQA1/HLA-DMB/HLA-DOA/LCK/IL12A/CD3D/IL12RB1",13,2.56510345456203
"hsa00910","Nitrogen metabolism","5/477","17/8659",0.00176821482065293,0.019777810216192,0.0165447000762847,"CA13/CA9/CA6/CA3/CA7",5,5.3391293624368
"hsa00592","alpha-Linolenic acid metabolism","6/477","26/8659",0.00242357174301055,0.0261399523710424,0.0218668127188922,"PLAAT3/PLA2G2F/PLA2G4F/PLAAT2/FADS2/PLA2G4E",6,4.18916303821964
"hsa05164","Influenza A","19/477","171/8659",0.00268253537807476,0.0279353684199509,0.0233687292463863,"HLA-DRA/RSAD2/OAS2/HLA-DRB1/HLA-DPA1/OAS1/HLA-DPB1/HLA-DMA/HLA-DRB5/MX1/TMPRSS2/HLA-DQA1/HLA-DMB/CCL5/HLA-DOA/NXF3/IL12A/TMPRSS11D/PRKCB",19,2.01700442580946
"hsa05146","Amoebiasis","13/477","102/8659",0.00381026582565622,0.0383566759782726,0.0320864490581576,"SERPINB13/SERPINB3/TGFB3/LAMA4/COL1A1/SERPINB4/CD1D/COL3A1/IL12A/COL1A2/GNA14/SERPINB10/PRKCB",13,2.31362272372261
"hsa04974","Protein digestion and absorption","13/477","103/8659",0.00414838613630981,0.0404133101021149,0.0338068819257845,"SLC15A1/COL1A1/KCNE3/COL3A1/COL2A1/COL25A1/ACE2/COL1A2/COL22A1/COL20A1/COL26A1/ATP1B2/COL5A2",13,2.29116036718162
"hsa00591","Linoleic acid metabolism","6/477","30/8659",0.00518545006321434,0.0489376849715853,0.0409377636569553,"PLAAT3/PLA2G2F/PLA2G4F/PLAAT2/PLA2G4E/ALOX15",6,3.63060796645702
